group,value
Normal (μ=50),60.47650583146048
Normal (μ=50),34.63527266342513
Normal (μ=50),41.44318285928873
Normal (μ=50),57.45221424248118
Normal (μ=50),22.9983059171049
Normal (μ=50),54.63643517079567
Normal (μ=50),43.020309963085964
Normal (μ=50),51.311356369733765
Normal (μ=50),49.09158168535012
Normal (μ=50),52.42537274052752
Normal (μ=50),58.330063240484094
Normal (μ=50),40.89956298921909
Normal (μ=50),67.05178426774299
Normal (μ=50),58.71312546737318
Normal (μ=50),60.12479194763922
Normal (μ=50),63.97836777333234
Normal (μ=50),59.45105866047044
Normal (μ=50),60.1289441669431
Normal (μ=50),50.90712332891462
Normal (μ=50),32.878713788123214
Normal (μ=50),48.379458799555835
Normal (μ=50),40.765824317879535
Normal (μ=50),32.92709877781503
Normal (μ=50),53.10143349095585
Normal (μ=50),43.17740655022829
Normal (μ=50),37.64234674386243
Normal (μ=50),37.48398703914121
Normal (μ=50),53.221004956506974
Normal (μ=50),54.304063390044135
Normal (μ=50),65.869489637202
Normal (μ=50),49.83302397771087
Normal (μ=50),62.50207711055387
Normal (μ=50),66.82717792127028
Normal (μ=50),63.8019876337963
Normal (μ=50),21.61635312467631
Normal (μ=50),64.74420463044105
Normal (μ=50),54.07544009898371
Normal (μ=50),55.08525623424017
Normal (μ=50),54.4547290128351
Normal (μ=50),54.593085923249134
Normal (μ=50),53.832970643028574
Normal (μ=50),45.693040297536555
Normal (μ=50),27.180376419488066
Normal (μ=50),48.693023265110924
Normal (μ=50),40.35521781775188
Normal (μ=50),62.961960950454625
Normal (μ=50),46.53480192805547
Normal (μ=50),51.00170427328412
Normal (μ=50),39.80472853267828
Normal (μ=50),43.872530385222476
Normal (μ=50),49.86160325976096
Normal (μ=50),32.17549778883746
Normal (μ=50),53.60822137153527
Normal (μ=50),48.72713295862699
Normal (μ=50),35.7713623399372
Normal (μ=50),21.221205615226744
Normal (μ=50),56.15662560656366
Normal (μ=50),46.42899153268004
Normal (μ=50),43.6398990413821
Normal (μ=50),47.16614444176469
Normal (μ=50),71.79771129057373
Normal (μ=50),49.40238837128428
Normal (μ=50),51.0394311558625
Normal (μ=50),32.155125563895226
Normal (μ=50),69.7680687962732
Normal (μ=50),61.00985580133153
Normal (μ=50),62.80321840406215
Normal (μ=50),50.57207277454015
Normal (μ=50),60.99985746589515
Normal (μ=50),54.45136202113292
Normal (μ=50),57.35826893430807
Normal (μ=50),48.17368449910052
Normal (μ=50),32.31334462349649
Normal (μ=50),62.3462521736382
Normal (μ=50),26.780484360683516
Normal (μ=50),47.12075994490357
Normal (μ=50),47.54573013920407
Normal (μ=50),37.485678308185946
Normal (μ=50),57.35747763603896
Normal (μ=50),47.59604358308518
Normal (μ=50),44.75758009283262
Normal (μ=50),56.238100771731695
Normal (μ=50),44.28105151329903
Normal (μ=50),66.6677596980597
Normal (μ=50),54.217460914247766
Normal (μ=50),44.30800415798673
Normal (μ=50),26.66882028817347
Normal (μ=50),34.306961637186234
Normal (μ=50),63.04196941722036
Normal (μ=50),49.39275124266389
Normal (μ=50),46.60249921184558
Normal (μ=50),69.71901937091236
Normal (μ=50),34.60820907111322
Normal (μ=50),42.97210640190369
Normal (μ=50),44.32894787889819
Normal (μ=50),57.036047378375606
Normal (μ=50),42.037577620351435
Normal (μ=50),42.63898581663166
Normal (μ=50),30.73820723737864
Normal (μ=50),58.75219284821428
Normal (μ=50),59.673672302180265
Normal (μ=50),44.283479031186054
Normal (μ=50),51.96007934649558
Normal (μ=50),34.488246526887906
Normal (μ=50),44.33824214310918
Normal (μ=50),66.53541143267026
Normal (μ=50),51.62876880880561
Normal (μ=50),77.72436184155066
Normal (μ=50),40.55368709411411
Normal (μ=50),56.96341300069169
Normal (μ=50),47.65393006600277
Normal (μ=50),56.789814161937116
Normal (μ=50),49.91346368409492
Normal (μ=50),43.26562267509009
Normal (μ=50),39.58859882813957
Normal (μ=50),86.79244086858677
Normal (μ=50),49.07185928330941
Normal (μ=50),25.800071717201057
Normal (μ=50),42.21679270515998
Normal (μ=50),58.13647672548797
Normal (μ=50),43.99989880178302
Normal (μ=50),66.3253544298231
Normal (μ=50),62.028779274127494
Normal (μ=50),48.17193637010917
Normal (μ=50),44.33340868668748
Normal (μ=50),37.94238791566764
Normal (μ=50),41.6004014922401
Normal (μ=50),32.3222831040125
Normal (μ=50),64.45275549839701
Normal (μ=50),69.08840944551274
Normal (μ=50),34.926343163267205
Normal (μ=50),35.81980429176244
Normal (μ=50),28.777857714956998
Normal (μ=50),38.43374923121391
Normal (μ=50),12.7239583846005
Normal (μ=50),36.292652520416965
Normal (μ=50),65.56298479760629
Normal (μ=50),45.85192964642642
Normal (μ=50),60.2550108182409
Normal (μ=50),44.13237123389546
Normal (μ=50),71.12800756391748
Normal (μ=50),52.39061579616629
Normal (μ=50),45.415972494278236
Normal (μ=50),80.62908830445298
Normal (μ=50),46.10633772457473
Normal (μ=50),35.345319803286365
Normal (μ=50),52.42292002352132
Normal (μ=50),49.53397953730304
Normal (μ=50),62.79589463799508
Normal (μ=50),38.94039290602626
Normal (μ=50),59.65660317775397
Normal (μ=50),60.232981646891496
Normal (μ=50),41.98775249677915
Normal (μ=50),51.95892806867213
Normal (μ=50),40.03097651774795
Normal (μ=50),78.14969688608801
Normal (μ=50),41.550325252638
Normal (μ=50),44.56310667597543
Normal (μ=50),37.2099437364395
Normal (μ=50),45.84654469792192
Normal (μ=50),49.92948767963715
Normal (μ=50),59.21346962413624
Normal (μ=50),42.67416024721161
Normal (μ=50),47.77071249594097
Normal (μ=50),33.0021276030315
Normal (μ=50),40.07117327880614
Normal (μ=50),83.06969069931142
Normal (μ=50),62.494918300337545
Normal (μ=50),40.62291149987222
Normal (μ=50),33.951233101660506
Normal (μ=50),38.2930060328041
Normal (μ=50),49.73970968583518
Normal (μ=50),50.41673346031028
Normal (μ=50),41.067672788829725
Normal (μ=50),34.56110639914827
Normal (μ=50),67.06854206298135
Normal (μ=50),55.420225415541154
Normal (μ=50),45.505183765184775
Normal (μ=50),47.35206550620696
Normal (μ=50),43.64563449049197
Normal (μ=50),14.76745464779465
Normal (μ=50),51.38794192511151
Normal (μ=50),37.15346708365081
Normal (μ=50),37.967788411606165
Normal (μ=50),42.31685113531552
Normal (μ=50),58.787620576535566
Normal (μ=50),35.9536302991078
Normal (μ=50),32.78862248391054
Normal (μ=50),57.678224902068536
Normal (μ=50),59.05242685567461
Normal (μ=50),38.492795506469335
Normal (μ=50),56.74877212751551
Normal (μ=50),46.500410835022976
Normal (μ=50),53.61550611864272
Normal (μ=50),34.86847663921359
Normal (μ=50),59.99473339233002
Normal (μ=50),64.43910744939798
Normal (μ=50),57.6448788275142
Normal (μ=50),56.70007954034172
Normal (μ=50),4.732698126527197
Normal (μ=50),53.12755698880328
Normal (μ=50),49.694656199689476
Normal (μ=50),48.235453917844005
Normal (μ=50),42.43306412034776
Normal (μ=50),50.66437969896265
Normal (μ=50),54.94540886154
Normal (μ=50),46.8345420735125
Normal (μ=50),44.44011032348155
Normal (μ=50),64.75704573127126
Normal (μ=50),36.73559471277049
Normal (μ=50),62.361862373886524
Normal (μ=50),52.1217495647663
Normal (μ=50),40.348332256610874
Normal (μ=50),46.52021724716823
Normal (μ=50),38.960076766253636
Normal (μ=50),58.10077422091327
Normal (μ=50),54.17482114364566
Normal (μ=50),43.318445898161826
Normal (μ=50),36.77338041134932
Normal (μ=50),53.62059312201285
Normal (μ=50),61.48862728210318
Normal (μ=50),48.63396380741742
Normal (μ=50),55.02023001067068
Normal (μ=50),45.48767419340309
Normal (μ=50),50.810830472113125
Normal (μ=50),46.50460506327574
Normal (μ=50),53.528505715699765
Normal (μ=50),31.882729843571276
Normal (μ=50),57.73028627827627
Normal (μ=50),47.240810220760224
Normal (μ=50),54.30329681179262
Normal (μ=50),45.916278470405494
Normal (μ=50),53.84433427248924
Normal (μ=50),37.129246350452945
Normal (μ=50),64.26985294986154
Normal (μ=50),29.557464948352425
Normal (μ=50),37.529134222649766
Normal (μ=50),52.82799283447561
Normal (μ=50),67.55410742221493
Normal (μ=50),53.33751562169637
Normal (μ=50),47.025098536650965
Normal (μ=50),32.898918281080824
Normal (μ=50),47.70468002683841
Normal (μ=50),49.76147586749487
Normal (μ=50),70.28682374407276
Normal (μ=50),57.46550265926938
Normal (μ=50),31.650885500858642
Normal (μ=50),74.32134914291831
Normal (μ=50),45.25988149401448
Normal (μ=50),39.4464834235482
Normal (μ=50),67.69787182504291
Normal (μ=50),49.402930876436386
Normal (μ=50),45.591168807462815
Normal (μ=50),52.62543186722277
Normal (μ=50),60.1386653645086
Normal (μ=50),61.9200344533958
Normal (μ=50),33.497571199367115
Normal (μ=50),73.98177764326076
Normal (μ=50),61.36233905594751
Normal (μ=50),45.44958725584218
Normal (μ=50),40.17608178174301
Normal (μ=50),38.37185083090152
Normal (μ=50),51.48054125091419
Normal (μ=50),42.22380446972448
Normal (μ=50),40.82151241656175
Normal (μ=50),59.73505285929963
Normal (μ=50),54.374808125915884
Normal (μ=50),45.265144898915466
Normal (μ=50),58.810971154224475
Normal (μ=50),66.40854351566804
Normal (μ=50),36.866044248444254
Normal (μ=50),42.760497390293025
Normal (μ=50),61.31146208263852
Normal (μ=50),58.627286789780655
Normal (μ=50),52.720386277255905
Normal (μ=50),63.94905425070149
Normal (μ=50),36.94145925057083
Normal (μ=50),32.25034599474675
Normal (μ=50),39.60191171267722
Normal (μ=50),51.47052914643248
Normal (μ=50),40.44695869885875
Normal (μ=50),44.1533821229037
Normal (μ=50),38.29999857079638
Normal (μ=50),42.554850264861166
Normal (μ=50),37.94255337208407
Normal (μ=50),54.409594468947354
Normal (μ=50),59.538692815798626
Normal (μ=50),44.23464872578147
Normal (μ=50),47.512810454351865
Normal (μ=50),43.02760912985701
Normal (μ=50),56.37501458763427
Normal (μ=50),51.06867246487064
Normal (μ=50),69.12988280405857
Normal (μ=50),36.8543355603496
Normal (μ=50),54.35002999029257
Normal (μ=50),55.327896795760026
Normal (μ=50),45.67471794810922
Normal (μ=50),57.00240952859292
Normal (μ=50),32.73772821211474
Normal (μ=50),75.42563636875185
Normal (μ=50),33.8954665605627
Normal (μ=50),61.03768712677986
Normal (μ=50),36.54652785272933
Normal (μ=50),63.81059637478103
Normal (μ=50),45.38271168069197
Normal (μ=50),51.901074885946535
Normal (μ=50),50.64012506848081
Normal (μ=50),63.20880914029754
Normal (μ=50),46.141430598284884
Normal (μ=50),14.39379548019268
Normal (μ=50),40.8792945192268
Normal (μ=50),52.20454787706738
Normal (μ=50),44.71438154155686
Normal (μ=50),59.237850215849576
Normal (μ=50),62.18392395169362
Normal (μ=50),48.22673828120229
Normal (μ=50),32.12425526740986
Normal (μ=50),66.60998132007076
Normal (μ=50),62.99664200128181
Normal (μ=50),46.40970638879571
Normal (μ=50),75.29946093671302
Normal (μ=50),45.813494478888025
Normal (μ=50),36.3545633549795
Normal (μ=50),48.12951879498793
Normal (μ=50),62.93400458606925
Normal (μ=50),38.75055868948981
Normal (μ=50),73.41470093292139
Normal (μ=50),39.24168542513532
Normal (μ=50),61.45306731657489
Normal (μ=50),56.53354849043812
Normal (μ=50),48.15131528500612
Normal (μ=50),62.96639574461308
Normal (μ=50),32.002414533581664
Normal (μ=50),66.29086144319827
Normal (μ=50),49.2357916523571
Normal (μ=50),43.49077700163784
Normal (μ=50),58.99008857648097
Normal (μ=50),62.71878816319092
Normal (μ=50),59.2375451674834
Normal (μ=50),73.99404585253984
Normal (μ=50),62.96871291260118
Normal (μ=50),65.40207958904487
Normal (μ=50),43.521632753881825
Normal (μ=50),51.27828532474435
Normal (μ=50),56.75579098790627
Normal (μ=50),49.78709315956048
Normal (μ=50),53.61962279807883
Normal (μ=50),55.11325719361482
Normal (μ=50),60.130927012178425
Normal (μ=50),48.780693310759716
Normal (μ=50),45.802409415297426
Normal (μ=50),40.06021219740139
Normal (μ=50),39.29921208629274
Normal (μ=50),64.06941472815588
Normal (μ=50),48.98574214397057
Normal (μ=50),59.443332573086515
Normal (μ=50),34.43163384388698
Normal (μ=50),26.741982705929807
Normal (μ=50),37.41090522800044
Normal (μ=50),63.75952361011406
Normal (μ=50),62.816929277989516
Normal (μ=50),53.98446329422502
Normal (μ=50),40.37395819808049
Normal (μ=50),48.43036830120975
Normal (μ=50),46.426874242412815
Normal (μ=50),45.8603198468562
Normal (μ=50),19.927161952212415
Normal (μ=50),39.704883368453636
Normal (μ=50),47.71869349181318
Normal (μ=50),68.19713347774513
Normal (μ=50),51.92891670958093
Normal (μ=50),66.8106594351537
Normal (μ=50),45.275517094886645
Normal (μ=50),46.9677370250263
Normal (μ=50),3.206939239347932
Normal (μ=50),55.55996407048423
Normal (μ=50),56.56514793607201
Normal (μ=50),71.16510883471248
Normal (μ=50),44.15886547048605
Normal (μ=50),51.12984987436456
Normal (μ=50),41.533664543347
Normal (μ=50),35.88491522095663
Normal (μ=50),41.4427043991565
Normal (μ=50),45.86001771097055
Normal (μ=50),66.26525634403777
Normal (μ=50),50.02653923088054
Normal (μ=50),40.51346228398549
Normal (μ=50),51.7025339389008
Normal (μ=50),52.61085626672041
Normal (μ=50),41.88521532830047
Normal (μ=50),63.71880351955513
Normal (μ=50),27.3398133082802
Normal (μ=50),47.43746446300416
Normal (μ=50),57.980792787550946
Normal (μ=50),33.93880976627774
Normal (μ=50),54.33504498372052
Normal (μ=50),65.51471660232566
Normal (μ=50),55.44405517108362
Normal (μ=50),29.718080684276885
Normal (μ=50),41.261659670777014
Normal (μ=50),64.78764083005116
Normal (μ=50),53.58002294078353
Normal (μ=50),49.88169273812029
Normal (μ=50),55.29440713658588
Normal (μ=50),58.652587400070516
Normal (μ=50),41.49841716082408
Normal (μ=50),46.51519903912454
Normal (μ=50),51.71496379600183
Normal (μ=50),43.47250733855209
Normal (μ=50),48.398581297552944
Normal (μ=50),65.57446113418392
Normal (μ=50),38.38616162369533
Normal (μ=50),73.1199525096217
Normal (μ=50),72.55213252858383
Normal (μ=50),29.438726744428273
Normal (μ=50),48.30772801864373
Normal (μ=50),54.11229883574815
Normal (μ=50),40.86954694992285
Normal (μ=50),41.10703395578326
Normal (μ=50),47.15101163918544
Normal (μ=50),58.8701370453386
Normal (μ=50),43.86399393263487
Normal (μ=50),71.9203257394414
Normal (μ=50),53.479688028062384
Normal (μ=50),48.769096591000114
Normal (μ=50),67.3911162215775
Normal (μ=50),57.51537434072423
Normal (μ=50),54.43144130825089
Normal (μ=50),46.0263154067657
Normal (μ=50),71.767827366713
Normal (μ=50),59.74185907687984
Normal (μ=50),47.55906396866345
Normal (μ=50),31.073610191807557
Normal (μ=50),54.47541850114306
Normal (μ=50),36.27511889478092
Normal (μ=50),29.408648578900152
Normal (μ=50),46.65018193438683
Normal (μ=50),53.377653231087464
Normal (μ=50),65.38977480419797
Normal (μ=50),53.389421903422985
Normal (μ=50),59.67223432604901
Normal (μ=50),35.28940753732215
Normal (μ=50),49.729613870389315
Normal (μ=50),51.490535831654064
Normal (μ=50),60.34695421543893
Normal (μ=50),51.39272808117221
Normal (μ=50),59.64894749743848
Normal (μ=50),43.949609026674395
Normal (μ=50),54.29545887455788
Normal (μ=50),54.978396815053074
Normal (μ=50),35.00269130496019
Normal (μ=50),52.10646354281171
Normal (μ=50),46.15564967658312
Normal (μ=50),27.150944616607585
Normal (μ=50),61.50088016169678
Normal (μ=50),45.65769583634839
Normal (μ=50),39.77131930248967
Normal (μ=50),45.472199075674226
Normal (μ=50),51.658403637779855
Normal (μ=50),68.09491381216569
Normal (μ=50),48.008801563925566
Normal (μ=50),55.668889963502124
Normal (μ=50),66.48295252277315
Normal (μ=50),56.402606375285515
Normal (μ=50),62.8227698890255
Normal (μ=50),44.281881692588534
Normal (μ=50),59.25259191768773
Normal (μ=50),49.30428799916369
Normal (μ=50),62.89293484987016
Normal (μ=50),37.95728513609431
Normal (μ=50),40.645306961087066
Normal (μ=50),65.22477887246458
Normal (μ=50),47.64699232916757
Normal (μ=50),45.69247223954636
Normal (μ=50),50.93086903220287
Normal (μ=50),41.726030511765664
Normal (μ=50),65.98329642236672
Normal (μ=50),35.01004817988914
Normal (μ=50),48.19282401967514
Normal (μ=50),54.16343342842835
Normal (μ=50),48.746635171201255
Normal (μ=50),40.37254945558542
Normal (μ=50),39.57932963896975
Normal (μ=50),55.10473310984988
Normal (μ=50),37.63423459799959
Normal (μ=50),57.754912468580486
Normal (μ=50),31.710219636256497
Normal (μ=50),43.34020283939979
Normal (μ=50),50.43567226843695
Normal (μ=50),34.97417667866461
Normal (μ=50),57.82413036231911
Normal (μ=50),49.777534240285966
Normal (μ=50),37.56711582092549
Normal (μ=50),31.773341242995254
Normal (μ=50),31.212927543528313
Normal (μ=50),50.612407341563944
"Bimodal (40,60)",33.059019357600796
"Bimodal (40,60)",31.81072239560529
"Bimodal (40,60)",38.612644387046736
"Bimodal (40,60)",53.665003149118206
"Bimodal (40,60)",41.66524216740074
"Bimodal (40,60)",44.5775130010036
"Bimodal (40,60)",41.27631007761183
"Bimodal (40,60)",44.69789299665152
"Bimodal (40,60)",31.941468097210283
"Bimodal (40,60)",37.41692817884449
"Bimodal (40,60)",41.568105073660234
"Bimodal (40,60)",39.89249910367016
"Bimodal (40,60)",38.848040679327454
"Bimodal (40,60)",36.00474352154238
"Bimodal (40,60)",38.44970138377478
"Bimodal (40,60)",35.35481305665201
"Bimodal (40,60)",25.469001910841314
"Bimodal (40,60)",32.83294934976648
"Bimodal (40,60)",42.85391763324664
"Bimodal (40,60)",49.34246773402977
"Bimodal (40,60)",50.88148102794212
"Bimodal (40,60)",40.58051046213225
"Bimodal (40,60)",45.36030174066481
"Bimodal (40,60)",45.44786746426434
"Bimodal (40,60)",35.84644489679155
"Bimodal (40,60)",29.812361017236377
"Bimodal (40,60)",40.18532391612888
"Bimodal (40,60)",29.42679401655677
"Bimodal (40,60)",38.08042232227104
"Bimodal (40,60)",43.64870252073621
"Bimodal (40,60)",31.479583071399986
"Bimodal (40,60)",40.193772303589824
"Bimodal (40,60)",47.44010869185439
"Bimodal (40,60)",42.16907484412578
"Bimodal (40,60)",43.13393020449807
"Bimodal (40,60)",45.44044248290047
"Bimodal (40,60)",50.39777843278708
"Bimodal (40,60)",40.90853849033912
"Bimodal (40,60)",47.37700516859875
"Bimodal (40,60)",39.61498470197546
"Bimodal (40,60)",36.72298710739909
"Bimodal (40,60)",41.88892581770539
"Bimodal (40,60)",36.365122912049976
"Bimodal (40,60)",36.561224705400605
"Bimodal (40,60)",36.35355621734652
"Bimodal (40,60)",26.227454826801
"Bimodal (40,60)",40.63299686596358
"Bimodal (40,60)",32.41698784842719
"Bimodal (40,60)",39.356385275990334
"Bimodal (40,60)",48.69981268290897
"Bimodal (40,60)",36.87399806135626
"Bimodal (40,60)",36.747945049315135
"Bimodal (40,60)",48.18345630701077
"Bimodal (40,60)",43.277834592785794
"Bimodal (40,60)",45.85916258411586
"Bimodal (40,60)",37.86825259607804
"Bimodal (40,60)",44.488499277225564
"Bimodal (40,60)",35.882988465059185
"Bimodal (40,60)",35.943989646268605
"Bimodal (40,60)",43.5774656692304
"Bimodal (40,60)",36.40976097236366
"Bimodal (40,60)",44.602711259463725
"Bimodal (40,60)",54.35010721257579
"Bimodal (40,60)",29.883084778316288
"Bimodal (40,60)",35.48677374327253
"Bimodal (40,60)",46.720877091056046
"Bimodal (40,60)",39.12953098304066
"Bimodal (40,60)",46.96653909875543
"Bimodal (40,60)",33.93961436120256
"Bimodal (40,60)",41.988065066847824
"Bimodal (40,60)",39.09666209306293
"Bimodal (40,60)",40.842224337240054
"Bimodal (40,60)",41.986696114332176
"Bimodal (40,60)",32.679961824064264
"Bimodal (40,60)",33.55517508784423
"Bimodal (40,60)",48.395464041372534
"Bimodal (40,60)",41.75928226948573
"Bimodal (40,60)",40.63807799771576
"Bimodal (40,60)",39.73555166431868
"Bimodal (40,60)",42.1392549922367
"Bimodal (40,60)",33.06437956356732
"Bimodal (40,60)",34.005836008627604
"Bimodal (40,60)",47.827049483238596
"Bimodal (40,60)",40.90765133108298
"Bimodal (40,60)",45.101805241924204
"Bimodal (40,60)",36.36601595847236
"Bimodal (40,60)",48.26035228215583
"Bimodal (40,60)",42.07167043191711
"Bimodal (40,60)",42.88747491550051
"Bimodal (40,60)",43.29237602629468
"Bimodal (40,60)",35.21794456376722
"Bimodal (40,60)",28.805674819599638
"Bimodal (40,60)",33.55118399748939
"Bimodal (40,60)",49.78313714431817
"Bimodal (40,60)",47.80410382192292
"Bimodal (40,60)",37.91847179213218
"Bimodal (40,60)",38.189942037783126
"Bimodal (40,60)",46.219635263415114
"Bimodal (40,60)",38.98954076347848
"Bimodal (40,60)",32.204440779215325
"Bimodal (40,60)",47.593258555576966
"Bimodal (40,60)",42.86307146748359
"Bimodal (40,60)",24.901961709978693
"Bimodal (40,60)",38.12085936682074
"Bimodal (40,60)",40.86202121970604
"Bimodal (40,60)",42.88748096235273
"Bimodal (40,60)",40.91290713586981
"Bimodal (40,60)",36.185549216538256
"Bimodal (40,60)",39.30544573582008
"Bimodal (40,60)",41.768801907661604
"Bimodal (40,60)",38.3919754863159
"Bimodal (40,60)",37.768595681762754
"Bimodal (40,60)",47.5125036319889
"Bimodal (40,60)",34.32035388838449
"Bimodal (40,60)",37.903219173340524
"Bimodal (40,60)",27.812385921705463
"Bimodal (40,60)",43.24581978070847
"Bimodal (40,60)",44.96958675908131
"Bimodal (40,60)",43.290920995579505
"Bimodal (40,60)",45.50603492476737
"Bimodal (40,60)",42.644240468581366
"Bimodal (40,60)",42.055092345720475
"Bimodal (40,60)",42.84368240192808
"Bimodal (40,60)",38.39614940828034
"Bimodal (40,60)",47.129967175578415
"Bimodal (40,60)",37.90856760991506
"Bimodal (40,60)",31.225888449068844
"Bimodal (40,60)",45.09870168171071
"Bimodal (40,60)",51.10421667970889
"Bimodal (40,60)",34.239093284256214
"Bimodal (40,60)",39.39021322244286
"Bimodal (40,60)",35.887347935691835
"Bimodal (40,60)",37.7165004992349
"Bimodal (40,60)",40.276557830677945
"Bimodal (40,60)",32.549149283312985
"Bimodal (40,60)",38.33407797239627
"Bimodal (40,60)",31.204195681705677
"Bimodal (40,60)",36.59063417235113
"Bimodal (40,60)",32.883582076081076
"Bimodal (40,60)",33.64563580323913
"Bimodal (40,60)",29.6805359160508
"Bimodal (40,60)",47.316127532395804
"Bimodal (40,60)",43.05435450843731
"Bimodal (40,60)",28.495215739261035
"Bimodal (40,60)",36.419034435712746
"Bimodal (40,60)",35.977368400581554
"Bimodal (40,60)",35.85433523098842
"Bimodal (40,60)",31.3186989246611
"Bimodal (40,60)",44.52631432821073
"Bimodal (40,60)",37.62481728695201
"Bimodal (40,60)",42.808893456937085
"Bimodal (40,60)",43.160534590998566
"Bimodal (40,60)",48.252671870025324
"Bimodal (40,60)",29.11076633354114
"Bimodal (40,60)",50.43161266854973
"Bimodal (40,60)",47.61289164334738
"Bimodal (40,60)",43.43839595401304
"Bimodal (40,60)",54.301553375404694
"Bimodal (40,60)",41.22987158756339
"Bimodal (40,60)",44.92887349642131
"Bimodal (40,60)",35.56951611239224
"Bimodal (40,60)",46.80614444771097
"Bimodal (40,60)",41.00695581833449
"Bimodal (40,60)",37.29279913086372
"Bimodal (40,60)",52.701635189895256
"Bimodal (40,60)",38.17120201275501
"Bimodal (40,60)",40.053167965651106
"Bimodal (40,60)",38.81632025604323
"Bimodal (40,60)",35.46597452058111
"Bimodal (40,60)",43.18763440318257
"Bimodal (40,60)",44.43045762239639
"Bimodal (40,60)",42.12623516643235
"Bimodal (40,60)",25.836530431330388
"Bimodal (40,60)",46.04798202053851
"Bimodal (40,60)",37.898569901061435
"Bimodal (40,60)",32.702059528664165
"Bimodal (40,60)",43.61968575430585
"Bimodal (40,60)",43.37709652224318
"Bimodal (40,60)",33.74155778631198
"Bimodal (40,60)",54.83461407299539
"Bimodal (40,60)",32.7422407037461
"Bimodal (40,60)",29.601983773693263
"Bimodal (40,60)",33.0749714422101
"Bimodal (40,60)",48.52479905734038
"Bimodal (40,60)",38.944859645778905
"Bimodal (40,60)",37.76765987291085
"Bimodal (40,60)",39.62705367320004
"Bimodal (40,60)",36.42031655250217
"Bimodal (40,60)",35.85841952003758
"Bimodal (40,60)",36.15270703716737
